Time_Hour,Mean_growth,69,70,104,143,196,211,83,146,164,169,220,236,53,116,130,237,230,232,60,108,109,161,159,189,208,213,221,223,244,8,64,65,84,101,140,192
0.166667,0.020386111,0.0031,0.007,0.01125,0.01145,-0.006,0.0254,0.0241,0.0436,0.0139,0.02125,0.02045,0.03195,0.00405,0.01495,0.01045,0.018,0.01455,0.0023,0.0203,0.03025,0.0209,0.02205,0.0174,0.01625,0.0168,0.027,0.0091,0.01935,0.0134,0.0364,0.0339,0.02615,0.0656,0.02315,0.0283,0.03585
0.333611,0.038319676,0.0175,0.038,0.0379,0.03145,0.00955,0.052983333,0.0446,0.06375,0.025375,0.0349,0.0271,0.0531,0.02215,0.03695,0.03065,0.0274,0.02765,0.005,0.03665,0.05685,0.0309,0.0364,0.03285,0.03665,0.02565,0.0348,0.01805,0.03495,0.01945,0.05995,0.05875,0.0597,0.0961,0.03015,0.04985,0.0758
0.500278,0.045944213,0.018,0.03495,0.0463,0.0313,-0.00585,0.052616667,0.05285,0.09165,0.029375,0.04095,0.0377,0.07315,0.0216,0.04345,0.0272,0.0404,0.0311,0.0068,0.0481,0.08015,0.0385,0.0452,0.04275,0.0492,0.0315,0.05105,0.0265,0.04725,0.0289,0.06855,0.06935,0.07015,0.10795,0.0302,0.0592,0.08595
0.666944,0.054371528,0.024,0.05005,0.059,0.04045,0.00015,0.06625,0.0622,0.1074,0.039875,0.05695,0.0502,0.0849,0.0278,0.052,0.03675,0.04975,0.03705,0.01155,0.05425,0.09815,0.0403,0.04875,0.04045,0.06,0.02565,0.04115,0.02395,0.0463,0.03225,0.08365,0.07935,0.0821,0.1286,0.046,0.06855,0.1016
0.833889,0.06094375,0.0359,0.05125,0.07255,0.0472,0.00315,0.0782,0.06305,0.12805,0.042975,0.06415,0.06435,0.0975,0.0154,0.05225,0.03005,0.05565,0.035,0.01515,0.0637,0.10785,0.04565,0.05775,0.04815,0.06905,0.0311,0.0547,0.03125,0.05615,0.038,0.09505,0.0756,0.0885,0.1424,0.0565,0.07305,0.1077
1.000833,0.066938426,0.0392,0.05945,0.0806,0.0526,0.00195,0.083783333,0.0685,0.13415,0.0486,0.0685,0.0675,0.1074,0.0287,0.07055,0.04555,0.0631,0.04215,0.0189,0.06765,0.1207,0.04905,0.0647,0.05055,0.07465,0.0299,0.05875,0.035,0.05855,0.04335,0.0962,0.0866,0.1024,0.14395,0.05275,0.0754,0.11845
1.1675,0.072269676,0.04105,0.0571,0.08365,0.0589,-0.00365,0.092233333,0.0703,0.1472,0.055925,0.07625,0.07955,0.11605,0.03055,0.0796,0.05455,0.06375,0.03685,0.0294,0.0735,0.1372,0.05685,0.06345,0.05565,0.0807,0.036,0.06915,0.0425,0.065,0.04905,0.0982,0.08995,0.1079,0.1486,0.05405,0.0782,0.1265
1.334167,0.073325463,0.0402,0.06275,0.0962,0.06655,-0.0057,0.101666667,0.06875,0.1601,0.05495,0.08445,0.09005,0.11425,0.0181,0.07465,0.05045,0.07485,0.03785,0.02745,0.07105,0.1305,0.0451,0.06105,0.0529,0.07995,0.02835,0.06325,0.04025,0.0559,0.0523,0.1076,0.09365,0.11275,0.1579,0.0624,0.07875,0.1285
1.501111,0.075596759,0.0401,0.06355,0.1038,0.0628,-0.00315,0.101583333,0.06995,0.16955,0.0599,0.0871,0.0968,0.1212,0.02705,0.0883,0.04435,0.07425,0.0381,0.0248,0.0726,0.13325,0.04045,0.0467,0.0512,0.0856,0.03105,0.06895,0.04505,0.05925,0.05505,0.1089,0.09685,0.1089,0.15855,0.0604,0.08915,0.13955
1.835278,0.075537269,0.02545,0.06995,0.112,0.066,0.00065,0.104866667,0.0725,0.18295,0.061475,0.09485,0.1081,0.1201,0.02335,0.089,0.04465,0.07165,0.0331,0.03525,0.07375,0.12895,0.0329,0.0249,0.0468,0.0838,0.0235,0.0673,0.04525,0.0501,0.05525,0.1129,0.0994,0.1096,0.1523,0.067,0.09,0.13975
2.002222,0.076305787,0.0135,0.0676,0.11575,0.0628,0.0017,0.100433333,0.0709,0.1892,0.063975,0.1001,0.11305,0.12135,0.02495,0.0867,0.0425,0.07175,0.03085,0.03475,0.0679,0.13245,0.0348,0.033,0.0571,0.0871,0.03015,0.08065,0.0516,0.0582,0.05575,0.1095,0.09275,0.10035,0.14,0.063,0.09685,0.144
2.169167,0.076447917,0.0014,0.06805,0.11225,0.0662,-0.00035,0.09535,0.06905,0.195,0.064925,0.104,0.1171,0.12665,0.0176,0.0716,0.03725,0.0692,0.03185,0.02765,0.07455,0.1253,0.03095,0.0395,0.05905,0.0951,0.02215,0.0799,0.03565,0.0575,0.04905,0.11375,0.11715,0.10625,0.15275,0.06645,0.10535,0.14695
2.503055,0.076123148,-0.00385,0.06635,0.1257,0.06155,-0.0041,0.094833333,0.06235,0.2011,0.06495,0.1094,0.11995,0.1068,0.0305,0.08615,0.0438,0.0651,0.0323,0.0352,0.06385,0.1104,0.03295,0.0534,0.05865,0.08795,0.0082,0.0649,0.0466,0.04475,0.0339,0.11315,0.1322,0.1115,0.15775,0.0675,0.1121,0.1426
2.669722,0.074995602,-0.0168,0.05985,0.11815,0.05475,-0.0089,0.089016667,0.05795,0.20045,0.065975,0.1095,0.11865,0.10965,0.0277,0.07775,0.0306,0.0622,0.0312,0.0249,0.0649,0.10665,0.0414,0.0579,0.0644,0.0893,0.0047,0.0644,0.0542,0.04265,0.0321,0.10985,0.14075,0.11675,0.16265,0.0715,0.12355,0.1396
2.836389,0.07629375,-0.0041,0.06535,0.11865,0.05965,-0.00685,0.09485,0.05475,0.2031,0.066925,0.11095,0.1182,0.10525,0.0293,0.0767,0.0274,0.05495,0.02525,0.02495,0.0634,0.1087,0.05315,0.0573,0.07035,0.0919,0.00375,0.06285,0.0678,0.03725,0.032,0.10995,0.1513,0.11895,0.16395,0.0728,0.12895,0.12695
3.003055,0.079285648,0.005,0.06115,0.1269,0.05165,-0.01125,0.094483333,0.0573,0.2067,0.06695,0.11135,0.1141,0.0914,0.05115,0.0976,0.03075,0.05935,0.0255,0.03665,0.0662,0.11525,0.06285,0.06435,0.07915,0.09245,0.00495,0.05975,0.07875,0.03225,0.0296,0.1088,0.1599,0.1212,0.1671,0.077,0.13485,0.12315
3.336667,0.083045602,0.02015,0.0726,0.12045,0.0561,-0.0109,0.098966667,0.06355,0.20255,0.066575,0.11755,0.0977,0.08695,0.0537,0.10075,0.02455,0.0524,0.02205,0.03365,0.076,0.11815,0.0894,0.0677,0.0889,0.0923,-0.00815,0.06475,0.087,0.0261,0.02325,0.11835,0.176,0.1398,0.1835,0.08935,0.13905,0.13885
3.503611,0.08637037,0.0325,0.08205,0.12725,0.06255,-0.0052,0.104983333,0.06925,0.197,0.06555,0.11615,0.0935,0.07435,0.05135,0.09735,0.0233,0.049,0.01685,0.02985,0.08035,0.1196,0.10315,0.0707,0.09265,0.09825,-0.01255,0.06895,0.0912,0.0304,0.0232,0.125,0.18305,0.1648,0.19355,0.096,0.14365,0.14975
3.670555,0.087646759,0.04445,0.0849,0.12245,0.0614,0.00095,0.111833333,0.082,0.1934,0.06595,0.1153,0.09445,0.0765,0.0416,0.0964,0.0253,0.0458,0.01155,0.02625,0.08405,0.123,0.11865,0.0676,0.09525,0.10615,-0.01755,0.0624,0.10215,0.02465,0.0259,0.12055,0.18445,0.15875,0.2091,0.09,0.1504,0.1493
3.8375,0.093015046,0.05835,0.09335,0.12625,0.0623,0.0089,0.120966667,0.08555,0.1984,0.065425,0.11585,0.09325,0.0637,0.05125,0.09615,0.0247,0.0472,0.014,0.0231,0.09265,0.13015,0.132,0.069,0.10115,0.10625,-0.0153,0.0812,0.103,0.0379,0.0228,0.13095,0.18645,0.18295,0.2226,0.10415,0.15045,0.1615
4.170833,0.099869444,0.0738,0.1052,0.1264,0.07265,0.03055,0.14625,0.1043,0.2045,0.05935,0.11465,0.09945,0.06335,0.038,0.0824,0.03155,0.04205,0.01035,0.00755,0.1041,0.14635,0.1486,0.0654,0.09945,0.12045,-0.0172,0.09715,0.1095,0.0471,0.0226,0.1379,0.1919,0.1993,0.25135,0.1208,0.1576,0.1806
4.3375,0.105265741,0.0781,0.1152,0.1246,0.0786,0.04065,0.157966667,0.10185,0.2114,0.0578,0.1148,0.10945,0.05345,0.039,0.0885,0.0387,0.058,0.0182,0.01235,0.1159,0.16145,0.15805,0.0652,0.0983,0.1341,-0.0136,0.111,0.1161,0.0515,0.03195,0.13525,0.1921,0.1926,0.2704,0.12095,0.1598,0.1899
4.504444,0.114621528,0.08365,0.1201,0.12405,0.0916,0.0543,0.17385,0.09895,0.2148,0.058975,0.1083,0.1214,0.0518,0.03625,0.1008,0.0533,0.07965,0.0271,0.02275,0.135,0.17835,0.16545,0.0638,0.11145,0.14745,-0.00635,0.14375,0.1194,0.0688,0.048,0.15355,0.1902,0.20925,0.27055,0.1397,0.15895,0.20745
4.838055,0.124796065,0.0931,0.13125,0.13295,0.1113,0.0751,0.191633333,0.10765,0.2268,0.055875,0.1064,0.1475,0.05795,0.0274,0.0764,0.0707,0.0857,0.01185,0.00765,0.1626,0.20525,0.16955,0.0582,0.1143,0.1846,0.00445,0.17705,0.12505,0.0802,0.08065,0.1714,0.18945,0.2178,0.28505,0.1542,0.1567,0.23895
5.004722,0.130202315,0.092,0.1277,0.1295,0.1143,0.0831,0.192983333,0.11235,0.2315,0.05205,0.1061,0.16705,0.0723,0.0238,0.0759,0.0804,0.1031,0.01195,0.00955,0.1696,0.2117,0.1676,0.0525,0.11505,0.2144,0.01255,0.1869,0.1305,0.07965,0.09395,0.18375,0.18765,0.2215,0.29225,0.1657,0.15835,0.25805
5.171389,0.134256944,0.08955,0.12075,0.13325,0.1239,0.08985,0.1984,0.11385,0.24185,0.05035,0.11265,0.17615,0.07465,0.0241,0.07535,0.09225,0.1114,0.0197,0.0163,0.1788,0.2189,0.1533,0.04575,0.1126,0.23395,0.0092,0.18915,0.1298,0.07575,0.1134,0.1955,0.189,0.2211,0.30515,0.16715,0.16015,0.2703
5.338333,0.14185625,0.0959,0.1307,0.1384,0.13485,0.0992,0.20575,0.11235,0.2521,0.051625,0.11395,0.19245,0.08225,0.0273,0.084,0.10855,0.1269,0.0317,0.02715,0.1898,0.22475,0.1562,0.0453,0.10345,0.2542,0.01775,0.1903,0.1307,0.07425,0.1284,0.2101,0.189,0.21925,0.3176,0.1832,0.16035,0.2971
5.671944,0.150980556,0.09065,0.12355,0.14705,0.1496,0.10825,0.2161,0.1062,0.2742,0.0592,0.12215,0.22145,0.0921,0.02305,0.0732,0.12855,0.1422,0.0388,0.03165,0.21135,0.2363,0.1591,0.04475,0.10315,0.2865,0.0304,0.2012,0.13225,0.0764,0.15185,0.24125,0.1855,0.22335,0.32295,0.2021,0.1603,0.31865
5.838611,0.154378704,0.08965,0.12,0.14925,0.15225,0.1083,0.214883333,0.1071,0.283,0.05795,0.12705,0.2296,0.0965,0.0289,0.0827,0.14405,0.15035,0.05685,0.0407,0.2147,0.2381,0.1521,0.0375,0.102,0.29555,0.03655,0.20355,0.13155,0.0765,0.16205,0.25225,0.18015,0.22255,0.31775,0.21005,0.1578,0.32785
6.005555,0.156565046,0.09265,0.12175,0.15575,0.15125,0.1086,0.212316667,0.107,0.2923,0.055875,0.1373,0.2408,0.10305,0.02105,0.0626,0.14525,0.156,0.05405,0.04325,0.2125,0.23395,0.1492,0.0351,0.0995,0.30065,0.04305,0.2147,0.1322,0.0812,0.1732,0.26595,0.18355,0.2162,0.32255,0.21775,0.1581,0.33615
6.172222,0.159761343,0.0945,0.12385,0.1673,0.1559,0.10965,0.216133333,0.1014,0.29525,0.053975,0.14585,0.23775,0.09985,0.0282,0.0755,0.1576,0.1594,0.07105,0.0578,0.2154,0.2333,0.147,0.0289,0.1097,0.31025,0.0546,0.22675,0.134,0.09335,0.17855,0.27425,0.17445,0.2107,0.3161,0.20835,0.15395,0.33085
6.506111,0.162484954,0.0865,0.12295,0.1858,0.1569,0.10265,0.209133333,0.0999,0.3111,0.056175,0.1698,0.25105,0.104,0.0222,0.0562,0.1573,0.1625,0.06715,0.0832,0.221,0.22955,0.1446,0.0214,0.1089,0.3207,0.07225,0.22215,0.13255,0.0928,0.1822,0.29015,0.1745,0.20735,0.3187,0.21715,0.15145,0.33755
6.672778,0.162383796,0.08585,0.1163,0.19355,0.15225,0.10285,0.212866667,0.09535,0.29005,0.0536,0.18055,0.23365,0.1025,0.02425,0.0717,0.16025,0.16635,0.0857,0.1035,0.2152,0.2247,0.14155,0.0207,0.09585,0.307,0.07095,0.2101,0.1289,0.07815,0.18375,0.29725,0.1768,0.20525,0.32265,0.2352,0.1543,0.3464
6.839722,0.165318981,0.08995,0.121,0.2141,0.1597,0.0961,0.210683333,0.096,0.29505,0.0616,0.1911,0.23525,0.1003,0.02945,0.06375,0.16825,0.1616,0.0841,0.1231,0.2274,0.22945,0.1464,0.02125,0.1071,0.3216,0.082,0.22085,0.1304,0.092,0.18305,0.29665,0.16935,0.20125,0.31005,0.22135,0.15045,0.3398
7.173333,0.165274769,0.0808,0.12605,0.24505,0.1581,0.0907,0.216366667,0.085,0.28215,0.063425,0.2168,0.22845,0.10175,0.02425,0.05405,0.15915,0.1612,0.0831,0.14935,0.22005,0.21905,0.13775,0.01305,0.09485,0.3118,0.09195,0.21855,0.1274,0.0871,0.18165,0.3043,0.17175,0.1964,0.31805,0.23185,0.15015,0.34845
7.340278,0.166964352,0.08465,0.1253,0.2533,0.1579,0.0864,0.211666667,0.0871,0.28315,0.07295,0.2124,0.21885,0.0975,0.0289,0.0671,0.1673,0.16495,0.0955,0.17805,0.21925,0.21685,0.13665,0.00955,0.102,0.32105,0.0969,0.2218,0.12855,0.0933,0.1842,0.3061,0.1668,0.19095,0.31205,0.225,0.14345,0.3433
7.506944,0.165152778,0.0748,0.1253,0.2684,0.1592,0.08385,0.2113,0.08165,0.27685,0.0811,0.2249,0.22605,0.0987,0.02325,0.06425,0.1646,0.16505,0.0957,0.1846,0.2173,0.21165,0.1374,0.00835,0.0868,0.31325,0.09805,0.20965,0.12455,0.08045,0.18615,0.30065,0.1613,0.19275,0.3001,0.22125,0.1418,0.3445
7.673889,0.166744676,0.08605,0.12015,0.2757,0.16025,0.0869,0.209083333,0.0844,0.274,0.092425,0.22575,0.22565,0.09455,0.02525,0.0585,0.1667,0.1648,0.09415,0.19495,0.21845,0.21285,0.13565,0.0055,0.09585,0.32055,0.0993,0.21535,0.1229,0.092,0.1843,0.30545,0.16435,0.1907,0.30275,0.2118,0.14015,0.34565
8.007778,0.162891667,0.07455,0.11885,0.28315,0.1562,0.0807,0.2034,0.07935,0.26965,0.12295,0.2317,0.22855,0.0892,0.0147,0.03635,0.14765,0.1575,0.08345,0.18885,0.21995,0.2057,0.13485,0.0041,0.0828,0.30195,0.09795,0.20535,0.1229,0.07925,0.1807,0.3069,0.15995,0.1869,0.29955,0.2201,0.1406,0.34785
8.174722,0.165711111,0.0792,0.1213,0.29085,0.159,0.08685,0.2083,0.0785,0.26195,0.14175,0.2269,0.2228,0.08905,0.01855,0.05555,0.1546,0.15995,0.09805,0.20975,0.2217,0.2051,0.13485,0.00355,0.08835,0.30775,0.10145,0.20585,0.1268,0.0851,0.1877,0.30495,0.16005,0.18295,0.2932,0.21455,0.1353,0.3435
8.341667,0.164364583,0.07355,0.1214,0.2974,0.1557,0.0793,0.2075,0.07475,0.261,0.159675,0.2338,0.23165,0.0885,0.0168,0.044,0.1508,0.15855,0.08735,0.20105,0.2223,0.2039,0.1348,0.0028,0.0812,0.29915,0.09885,0.20355,0.12245,0.0794,0.1819,0.30785,0.1607,0.18075,0.29695,0.21475,0.13725,0.3458
8.508611,0.164926852,0.0811,0.1206,0.30015,0.15405,0.0848,0.209916667,0.0772,0.2538,0.1743,0.2288,0.22375,0.08555,0.01785,0.0483,0.15755,0.1628,0.0958,0.2096,0.2164,0.1983,0.1329,0.0008,0.0776,0.2978,0.1028,0.2083,0.12195,0.08345,0.17595,0.3075,0.1616,0.1783,0.29645,0.2096,0.13725,0.3445
8.8425,0.163398843,0.07695,0.117,0.30065,0.15415,0.0838,0.205983333,0.07395,0.25385,0.204375,0.22975,0.22415,0.0816,0.0099,0.0334,0.1445,0.15415,0.0814,0.2008,0.21775,0.19745,0.13775,-0.00365,0.081,0.30445,0.10285,0.20895,0.1192,0.092,0.1786,0.30815,0.1631,0.1832,0.29265,0.195,0.1286,0.34495
9.009167,0.161771065,0.0614,0.11355,0.29855,0.14655,0.0765,0.197733333,0.0726,0.25975,0.218625,0.22765,0.2269,0.0926,0.00455,0.0335,0.13995,0.1531,0.08695,0.20815,0.2114,0.18955,0.1297,-0.0103,0.0732,0.29215,0.10165,0.20765,0.1173,0.0863,0.1695,0.3135,0.16685,0.17715,0.2973,0.20295,0.1331,0.3462
9.175833,0.161351852,0.06205,0.1127,0.29395,0.14265,0.07305,0.194066667,0.07125,0.24505,0.22295,0.22455,0.22185,0.08465,0.0064,0.04595,0.14725,0.15645,0.0983,0.2185,0.2127,0.18985,0.13065,-0.0127,0.08225,0.30495,0.11,0.2065,0.12075,0.09385,0.1838,0.2991,0.1508,0.17365,0.2788,0.19575,0.12505,0.3413
9.509167,0.158658565,0.06185,0.1061,0.2917,0.14635,0.0735,0.192783333,0.0691,0.2464,0.237425,0.22775,0.22655,0.0824,0.00635,0.03645,0.1474,0.15285,0.08305,0.206,0.2148,0.18785,0.13095,-0.0151,0.06565,0.2874,0.1043,0.19725,0.1157,0.0801,0.1738,0.30245,0.15485,0.1705,0.2787,0.1954,0.1267,0.3464
9.675833,0.160302083,0.06405,0.11195,0.2917,0.13925,0.07405,0.1949,0.07145,0.24015,0.241325,0.22395,0.22605,0.0832,0.0068,0.04635,0.1537,0.1536,0.092,0.2144,0.2154,0.18735,0.13075,-0.0113,0.0729,0.2899,0.10375,0.1973,0.117,0.0865,0.17875,0.3039,0.16,0.176,0.28355,0.18615,0.12295,0.34115
9.842778,0.15773912,0.05895,0.10275,0.2883,0.1401,0.07035,0.188233333,0.07075,0.25055,0.252675,0.2231,0.22765,0.08905,-0.00225,0.02245,0.13405,0.1493,0.07365,0.1982,0.219,0.19035,0.1345,-0.0088,0.0754,0.2912,0.10515,0.1958,0.11945,0.08725,0.1789,0.2994,0.15355,0.1732,0.27475,0.19005,0.1221,0.3395
10.009444,0.158082407,0.0653,0.11195,0.2878,0.1462,0.07755,0.199416667,0.06735,0.2421,0.2486,0.21945,0.2229,0.08745,-0.0044,0.03575,0.13885,0.14925,0.08445,0.2086,0.2131,0.18565,0.1309,-0.01705,0.0673,0.28345,0.10115,0.2014,0.1145,0.0883,0.16265,0.30405,0.1617,0.16845,0.27995,0.19445,0.12155,0.3409
10.342778,0.158740278,0.0693,0.1111,0.28475,0.1458,0.07925,0.19775,0.0682,0.2388,0.25215,0.22345,0.22745,0.0863,0.00045,0.0396,0.1457,0.1479,0.08735,0.2123,0.2143,0.18285,0.1335,-0.0188,0.0711,0.2903,0.10185,0.2006,0.1115,0.0902,0.1698,0.3,0.15945,0.17535,0.27655,0.186,0.1171,0.3354
10.509722,0.158881713,0.0687,0.10965,0.28475,0.1464,0.0797,0.197516667,0.06965,0.239,0.252775,0.2226,0.2284,0.082,-0.00235,0.03645,0.1495,0.1501,0.08435,0.20595,0.21635,0.1834,0.1354,-0.01595,0.06655,0.28305,0.1028,0.20055,0.1137,0.08955,0.16185,0.3064,0.1656,0.17355,0.28275,0.19175,0.1187,0.3386
10.676667,0.154249769,0.05795,0.1028,0.2808,0.14025,0.06475,0.181766667,0.06605,0.2429,0.257825,0.22075,0.22925,0.07805,-0.00765,0.03145,0.1479,0.142,0.07925,0.20135,0.2149,0.1792,0.1289,-0.02295,0.06355,0.278,0.10665,0.1972,0.1157,0.08125,0.1669,0.29735,0.1563,0.16585,0.271,0.18745,0.1161,0.3322
11.010278,0.155347454,0.06195,0.1004,0.27785,0.1478,0.07185,0.187833333,0.06885,0.2446,0.257525,0.22175,0.2314,0.0875,-0.0124,0.0217,0.13205,0.1423,0.0704,0.19275,0.217,0.17885,0.13175,-0.02155,0.07285,0.283,0.1005,0.1964,0.11675,0.0922,0.17045,0.29815,0.16155,0.17575,0.27515,0.18715,0.11465,0.3358
11.177222,0.15369213,0.05225,0.0993,0.2766,0.1398,0.0632,0.179566667,0.0653,0.2405,0.25815,0.22085,0.22965,0.07645,-0.008,0.035,0.1472,0.1403,0.0824,0.20185,0.2123,0.17455,0.1268,-0.02575,0.0621,0.27095,0.1029,0.19865,0.1142,0.0841,0.161,0.3026,0.16475,0.1691,0.27735,0.18875,0.11365,0.33455
11.344167,0.152979167,0.05565,0.0979,0.27725,0.14535,0.0703,0.18205,0.0657,0.2367,0.2609,0.2192,0.2293,0.0842,-0.01575,0.0164,0.1276,0.136,0.0667,0.18865,0.2143,0.17635,0.1304,-0.0254,0.06665,0.27975,0.09945,0.19855,0.11185,0.0882,0.1628,0.3033,0.1662,0.17895,0.2764,0.1866,0.1136,0.3352
11.510833,0.151495833,0.0567,0.09895,0.2751,0.14375,0.0689,0.18195,0.06845,0.2385,0.2608,0.22065,0.22885,0.08725,-0.0192,0.02625,0.13345,0.1322,0.0743,0.19415,0.21455,0.17385,0.12545,-0.02655,0.0634,0.26965,0.1048,0.19345,0.11305,0.08255,0.1662,0.2918,0.15575,0.1678,0.2629,0.1876,0.10805,0.32855
11.844444,0.152706944,0.05825,0.1005,0.2743,0.1444,0.07255,0.1874,0.0655,0.23395,0.2582,0.21895,0.2317,0.07685,-0.01135,0.03025,0.14435,0.13855,0.07505,0.19375,0.21515,0.17475,0.1291,-0.02735,0.0594,0.27005,0.0988,0.1982,0.10915,0.08485,0.1536,0.3028,0.1642,0.1718,0.2752,0.18515,0.1088,0.33065